City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
350,Laguna,US,38.421,-121.4238,81.25,48,1,4.0,clear sky
351,Tabas,IR,33.5959,56.9244,86.4,20,13,9.31,few clouds
352,Odessa,UA,46.4775,30.7326,66.13,59,0,0.0,clear sky
353,Bulgan,MN,48.8125,103.5347,50.56,52,49,4.21,scattered clouds
354,Saint-Augustin,CA,51.226,-58.6502,47.79,91,100,5.41,overcast clouds
355,Luena,AO,-11.7833,19.9167,59.02,44,0,3.96,clear sky
356,La Libertad,EC,-2.2333,-80.9,74.86,83,90,11.36,overcast clouds
357,Manta,EC,-0.95,-80.7333,83.98,65,40,8.05,scattered clouds
358,Marsh Harbour,BS,26.5412,-77.0636,77.74,70,58,6.44,broken clouds
359,Aljezur,PT,37.3191,-8.8033,66.36,62,98,6.06,overcast clouds
360,Oxelosund,SE,58.6706,17.1015,47.52,87,75,12.77,broken clouds
361,Santiago Del Estero,AR,-27.7951,-64.2615,78.96,38,54,12.5,broken clouds
362,San Patricio,US,28.017,-97.5169,90.01,65,41,16.78,scattered clouds
363,Caaguazu,PY,-25.45,-56.0167,80.82,41,100,4.72,overcast clouds
364,Port Augusta,AU,-32.5,137.7667,44.74,81,90,3.94,overcast clouds
365,Chicama,PE,-7.8447,-79.1469,64.94,69,51,9.53,broken clouds
366,Hervey Bay,AU,-25.2986,152.8535,55.04,61,0,4.0,clear sky
367,Hamilton,US,39.1834,-84.5333,81.73,68,40,1.01,scattered clouds
368,Hobyo,SO,5.3505,48.5268,79.65,80,82,18.81,broken clouds
369,Paamiut,GL,61.994,-49.6678,38.16,84,24,7.27,few clouds
370,Morondava,MG,-20.2833,44.2833,73.71,69,0,10.0,clear sky
371,Barranca,PE,-10.75,-77.7667,70.59,76,75,9.19,broken clouds
372,Birobidzhan,RU,48.8,132.95,48.76,79,67,2.48,broken clouds
373,Altay,CN,47.8667,88.1167,69.26,28,10,4.63,clear sky
374,Dalvik,IS,65.9702,-18.5286,62.53,41,17,4.83,few clouds
375,Yulara,AU,-25.2406,130.9889,42.64,70,99,6.91,overcast clouds
376,Ericeira,PT,38.9627,-9.4156,76.19,84,100,15.41,overcast clouds
377,Masaka,UG,-0.3338,31.7341,64.56,86,59,3.98,broken clouds
378,Porto Velho,BR,-8.7619,-63.9039,89.65,45,40,4.61,light rain
379,Montepuez,MZ,-13.1256,38.9997,65.32,54,8,3.8,clear sky
380,Sola,VU,-13.8833,167.55,76.48,70,100,11.36,overcast clouds
381,Ahipara,NZ,-35.1667,173.1667,53.53,94,82,6.85,broken clouds
382,Lucea,JM,18.451,-78.1736,85.86,76,6,17.31,clear sky
383,Gemena,CD,3.25,19.7667,70.72,98,93,2.77,light rain
384,Chara,RU,56.9064,118.2631,36.32,84,50,2.1,scattered clouds
385,Hasaki,JP,35.7333,140.8333,59.4,86,100,2.75,overcast clouds
386,Belaya Gora,RU,68.5333,146.4167,51.67,58,37,5.88,scattered clouds
387,Jaltocan,MX,21.15,-98.5333,92.73,44,73,6.15,broken clouds
388,Portsmouth,GB,50.799,-1.0913,66.49,73,44,1.99,scattered clouds
389,Olafsvik,IS,64.8945,-23.7142,46.8,80,21,7.18,few clouds
390,Bilibino,RU,68.0546,166.4372,39.09,62,97,7.61,overcast clouds
391,Tongren,CN,27.7172,109.1853,69.42,87,98,1.57,light rain
392,Shestakovo,RU,56.4915,103.96,31.48,91,46,3.06,scattered clouds
393,Katherine,AU,-14.4667,132.2667,64.72,55,88,6.35,overcast clouds
394,Codrington,AU,-38.2667,141.9667,51.78,73,100,13.31,overcast clouds
395,Luoyang,CN,34.6836,112.4536,75.47,24,88,3.69,light rain
396,Sur,OM,22.5667,59.5289,88.3,63,2,3.58,clear sky
397,Ullapool,GB,57.8987,-5.1604,62.35,65,82,1.77,broken clouds
398,The Hammocks,US,25.6715,-80.4445,88.02,60,1,11.5,clear sky
399,Suhbaatar,MN,50.2314,106.2078,46.99,45,25,5.41,scattered clouds
400,Arlit,NE,18.7369,7.3853,100.29,6,5,13.24,clear sky
401,Kloulklubed,PW,7.0419,134.2556,83.19,80,55,11.32,broken clouds
402,Klaksvik,FO,62.2266,-6.589,49.12,80,79,15.75,broken clouds
403,Garowe,SO,8.4054,48.4845,82.85,47,100,15.08,overcast clouds
404,Kindu,CD,-2.95,25.95,74.05,76,78,1.12,broken clouds
405,Nyurba,RU,63.2842,118.3319,50.38,80,98,4.5,overcast clouds
406,Harnosand,SE,62.6323,17.9379,48.22,76,57,10.25,broken clouds
407,Punalur,IN,9.0,76.9333,78.48,94,45,2.55,scattered clouds
408,Vila Velha,BR,-20.3297,-40.2925,80.96,82,20,10.0,few clouds
409,Talakan,RU,50.3167,130.3667,44.49,93,50,3.18,scattered clouds
410,Vardo,NO,70.3705,31.1107,43.0,75,75,17.27,broken clouds
411,Shelburne,CA,44.0787,-80.2041,61.56,56,60,9.69,broken clouds
412,Manaure,CO,11.7751,-72.4445,89.82,54,90,15.95,overcast clouds
413,Fort Nelson,CA,58.8053,-122.7002,56.79,51,75,5.75,broken clouds
414,Ouadda,CF,8.0777,22.4007,67.59,93,96,2.42,overcast clouds
415,Kalemie,CD,-5.9475,29.1947,71.38,77,9,1.74,clear sky
416,Avera,US,33.194,-82.5271,93.7,34,4,9.57,clear sky
417,Jijiga,ET,9.35,42.8,63.16,82,94,7.49,overcast clouds
418,Deqing,CN,30.5448,119.9599,73.94,89,100,3.91,light rain
419,Dingle,PH,10.9995,122.6711,78.96,85,62,3.8,light rain
420,Tessalit,ML,20.1986,1.0114,103.32,3,19,13.82,few clouds
421,Paita,PE,-5.0892,-81.1144,75.76,76,24,14.56,few clouds
422,Zherdevka,RU,51.8486,41.4606,64.98,61,98,6.33,overcast clouds
423,Odweyne,SO,9.4092,45.064,74.61,62,100,14.25,light rain
424,Guarapari,BR,-20.6667,-40.4975,80.91,77,82,6.46,broken clouds
425,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,85,75,11.45,broken clouds
426,Komsomolskiy,UZ,40.4272,71.7189,75.58,39,27,3.89,scattered clouds
427,Vangaindrano,MG,-23.35,47.6,66.99,85,0,3.94,clear sky
428,Brewster,US,41.3973,-73.6171,81.27,42,1,1.01,clear sky
429,Talas,TR,38.6908,35.5538,68.67,30,75,1.77,broken clouds
430,Dwarka,IN,22.2394,68.9678,83.77,85,83,15.5,broken clouds
431,Srivardhan,IN,18.0333,73.0167,84.92,70,100,8.63,overcast clouds
432,Lloydminster,CA,53.2835,-110.0016,59.97,53,74,23.58,broken clouds
433,Porto Belo,BR,-27.1578,-48.5531,80.64,56,0,5.1,clear sky
434,Anahuac,MX,27.2333,-100.15,89.1,41,0,19.57,clear sky
435,Constitucion,CL,-35.3333,-72.4167,59.56,86,100,4.52,overcast clouds
436,Shubarkuduk,KZ,49.1447,56.4872,74.75,42,38,15.88,scattered clouds
437,Sokolo,ML,14.7328,-6.1219,104.38,15,85,13.53,overcast clouds
438,Ulaangom,MN,49.9811,92.0667,64.67,40,16,3.47,few clouds
439,Mareeba,AU,-17.0,145.4333,61.52,93,32,1.12,scattered clouds
440,Aba,NG,5.1066,7.3667,79.29,83,60,4.9,broken clouds
441,Vyyezdnoye,RU,55.3815,43.7864,62.08,79,84,7.11,broken clouds
442,Digha,IN,21.6833,87.55,85.53,81,100,18.5,overcast clouds
443,Korla,CN,41.7597,86.1469,78.37,14,48,7.87,scattered clouds
444,Severo-Kurilsk,RU,50.6789,156.125,38.88,90,87,7.23,overcast clouds
445,Flinders,AU,-34.5833,150.8552,54.21,75,1,9.08,clear sky
446,Hirara,JP,24.8,125.2833,82.74,83,79,10.04,broken clouds
447,Huangchuan,CN,32.1272,115.0394,72.41,73,99,17.47,light rain
448,Faanui,PF,-16.4833,-151.75,80.38,69,6,9.6,clear sky
449,Urumqi,CN,43.801,87.6005,79.75,20,0,5.14,clear sky
450,Mitsamiouli,KM,-11.3847,43.2844,77.99,61,1,8.52,clear sky
451,Rio Grande,BR,-32.035,-52.0986,75.31,54,2,6.46,clear sky
452,Bharatpur,IN,27.2167,77.4833,94.39,13,98,6.64,overcast clouds
453,Camacha,PT,33.0833,-16.3333,69.53,64,40,13.8,scattered clouds
454,Mirnyy,RU,62.5353,113.9611,44.73,94,42,4.03,scattered clouds
455,Maniitsoq,GL,65.4167,-52.9,35.96,87,61,2.51,broken clouds
456,Bageshwar,IN,29.85,79.7667,71.2,60,35,2.93,scattered clouds
457,Ulvik,NO,60.5672,6.9187,66.69,63,40,4.25,scattered clouds
458,Meadow Lake,US,34.8014,-106.5436,81.97,11,20,6.71,few clouds
459,Pendleton,US,45.6721,-118.7886,75.6,40,1,3.0,clear sky
460,Goroka,PG,-6.0834,145.3873,62.56,99,100,1.7,overcast clouds
461,Gat,IL,31.61,34.7642,80.4,51,0,4.61,clear sky
462,Brae,GB,60.3964,-1.353,48.11,78,12,11.59,few clouds
463,Middlebury,US,44.0153,-73.1673,67.66,54,36,8.88,scattered clouds
464,Khani,GE,41.9563,42.9566,58.57,88,6,3.56,clear sky
465,Luau,AO,-10.7073,22.2247,64.36,42,15,4.79,few clouds
466,Pacific Grove,US,36.6177,-121.9166,73.17,79,40,8.01,scattered clouds
467,Verkhnyaya Inta,RU,65.9811,60.3094,39.97,49,86,5.44,overcast clouds
468,Razdolnoye,RU,43.55,131.9167,50.41,98,63,2.98,broken clouds
469,Samus,RU,56.7475,84.6992,49.3,95,90,13.35,light rain
470,Puerto Varas,CL,-41.3195,-72.9854,55.62,76,75,11.23,broken clouds
471,Sibiti,CG,-3.6819,13.3499,74.26,79,84,0.89,broken clouds
472,Pampa,US,35.5362,-100.9599,83.57,54,40,10.36,scattered clouds
473,Vostok,RU,46.4856,135.8833,43.95,83,100,2.86,overcast clouds
474,Bintulu,MY,3.1667,113.0333,78.3,89,67,3.53,broken clouds
475,Pyapon,MM,16.2833,95.6833,82.31,82,50,4.68,scattered clouds
476,Dicabisagan,PH,17.0818,122.4157,79.86,85,61,4.63,broken clouds
477,Varhaug,NO,58.6147,5.6457,55.85,87,49,9.57,scattered clouds
478,Vanavara,RU,60.34,102.2797,38.26,58,41,3.02,scattered clouds
479,Boffa,GN,10.1667,-14.0333,83.62,68,24,11.1,few clouds
480,Sherbakul,RU,54.6316,72.3963,53.28,61,84,8.46,broken clouds
481,Flagstaff,US,35.1981,-111.6513,74.59,14,1,5.01,clear sky
482,Yabrud,SY,33.9674,36.6574,67.66,30,0,3.58,clear sky
483,Kuusamo,FI,65.9667,29.1833,46.44,49,0,10.36,clear sky
484,Bilma,NE,18.6853,12.9164,93.52,5,0,4.21,clear sky
485,Chumikan,RU,54.7183,135.315,29.43,92,50,1.32,scattered clouds
486,Mezen,RU,65.8522,44.24,44.37,65,97,9.57,overcast clouds
487,Lae,PG,-6.7221,146.9847,75.24,95,100,1.34,overcast clouds
488,Loandjili,CG,-4.7561,11.8578,78.28,83,87,7.94,overcast clouds
489,Yeppoon,AU,-23.1333,150.7333,55.18,46,0,6.29,clear sky
490,Vista Hermosa,MX,19.5167,-99.2167,80.51,36,75,6.26,broken clouds
491,Piney Green,US,34.716,-77.3202,96.03,57,40,2.01,scattered clouds
492,Salinopolis,BR,-0.6136,-47.3561,84.67,67,73,9.37,broken clouds
493,San Jose,US,37.3394,-121.895,73.45,49,20,4.0,few clouds
494,Houma,US,29.5958,-90.7195,89.01,60,40,6.91,scattered clouds
495,Odoyev,RU,53.9393,36.6864,60.13,93,86,6.51,overcast clouds
496,Half Moon Bay,US,37.4636,-122.4286,73.51,63,90,9.22,overcast clouds
497,Pierre,US,44.3683,-100.351,47.32,93,90,13.8,overcast clouds
498,San Luis,AR,-33.295,-66.3356,72.03,27,0,17.52,clear sky
499,Kuytun,RU,54.3419,101.5036,45.0,52,100,5.68,overcast clouds
500,Srednekolymsk,RU,67.45,153.6833,48.78,57,17,10.33,few clouds
501,Nome,US,64.5011,-165.4064,58.15,52,1,4.61,clear sky
502,Sinnamary,GF,5.3833,-52.95,75.65,95,100,7.94,light rain
503,Vega De Alatorre,MX,20.0333,-96.6333,87.01,62,39,13.58,scattered clouds
504,Coquimbo,CL,-29.9533,-71.3436,55.13,94,75,6.46,broken clouds
505,Krasnoarmeysk,RU,51.0239,45.6969,64.15,65,82,9.46,broken clouds
506,Voyvozh,RU,62.892,54.9635,40.62,66,100,3.78,overcast clouds
507,Taksimo,RU,56.3444,114.8794,45.54,79,55,2.84,broken clouds
508,Ostrovnoy,RU,68.0531,39.5131,45.23,47,100,17.76,overcast clouds
509,Bambous Virieux,MU,-20.3428,57.7575,73.22,100,20,8.59,light rain
510,Taywarah,AF,33.35,64.4167,54.43,48,58,8.25,broken clouds
511,Anadyr,RU,64.75,177.4833,39.7,93,75,8.01,broken clouds
512,Superior,US,46.7208,-92.1041,46.47,69,40,16.11,scattered clouds
513,Ginir,ET,7.1333,40.7,56.86,88,90,5.82,overcast clouds
514,Ilulissat,GL,69.2167,-51.1,57.22,28,40,21.85,scattered clouds
515,Dunedin,NZ,-45.8742,170.5036,48.79,66,93,7.0,overcast clouds
516,Tura,IN,25.5198,90.2201,73.06,91,83,3.98,broken clouds
517,Pankrushikha,RU,53.8319,80.3406,47.1,63,33,14.74,scattered clouds
518,Umm Kaddadah,SD,13.6017,26.6876,91.67,9,47,12.26,scattered clouds
519,Touros,BR,-5.1989,-35.4608,85.1,69,50,16.82,scattered clouds
520,Umm Lajj,SA,25.0213,37.2685,87.04,54,68,4.83,broken clouds
521,Pondicherry,IN,11.93,79.83,87.42,59,84,10.58,broken clouds
522,Beringovskiy,RU,63.05,179.3167,32.56,97,100,2.48,overcast clouds
523,Muswellbrook,AU,-32.2667,150.9,40.84,90,0,4.12,clear sky
524,Zaysan,KZ,47.4667,84.8667,72.75,35,14,10.83,few clouds
525,Nogales,MX,31.3086,-110.9422,87.19,8,1,9.93,clear sky
526,Prieska,ZA,-29.6641,22.7474,65.03,28,94,8.19,overcast clouds
527,Boyolangu,ID,-8.1181,111.8935,75.61,95,65,2.1,broken clouds
528,Kropotkin,RU,45.4375,40.5756,62.74,92,32,7.05,scattered clouds
529,Amboasary,MG,-25.0333,46.3833,66.67,86,0,4.59,clear sky
530,Dong Hoi,VN,17.4833,106.6,79.47,89,69,3.02,broken clouds
531,Ouesso,CG,1.6136,16.0517,72.0,98,100,1.72,light rain
532,Lillooet,CA,50.6856,-121.942,52.56,56,69,8.05,broken clouds
533,Huarmey,PE,-10.0681,-78.1522,71.69,79,52,9.06,broken clouds
534,Selizharovo,RU,56.8519,33.4487,56.28,72,78,6.02,broken clouds
535,Salalah,OM,17.0151,54.0924,84.29,84,20,4.61,few clouds
536,Caravelas,BR,-17.7125,-39.2481,80.46,63,47,8.75,scattered clouds
537,Kaeo,NZ,-35.1,173.7833,49.32,95,47,5.46,scattered clouds
538,Olinda,BR,-8.0089,-34.8553,78.53,73,75,17.4,broken clouds
539,Poplar Bluff,US,36.757,-90.3929,89.33,64,40,1.99,scattered clouds
540,Marrakesh,MA,31.6315,-8.0083,87.87,29,40,8.05,scattered clouds
541,Esperance,AU,-33.8667,121.9,58.32,49,77,17.0,broken clouds
542,High Rock,BS,26.6208,-78.2833,84.22,70,84,4.59,broken clouds
543,Ishikari,JP,43.2397,141.3539,53.26,95,100,4.36,overcast clouds
544,Richards Bay,ZA,-28.783,32.0377,69.15,72,12,11.72,few clouds
545,Antsohihy,MG,-14.8796,47.9875,71.02,78,9,2.17,clear sky
546,Makarov,RU,48.6333,142.8,38.77,92,46,1.39,scattered clouds
547,Dongsheng,CN,39.8161,109.9776,51.08,26,0,9.95,clear sky
548,Itoman,JP,26.1247,127.6694,79.57,94,40,5.75,scattered clouds
549,Madimba,TZ,-10.4,40.3333,71.49,73,5,8.46,clear sky
550,Vanimo,PG,-2.6741,141.3028,77.97,87,98,3.74,overcast clouds
551,Mwene-Ditu,CD,-7.0,23.45,71.17,43,17,3.58,few clouds
552,Gualeguay,AR,-33.1416,-59.3097,69.73,55,2,9.78,clear sky
553,Benghazi,LY,32.1167,20.0667,73.24,63,8,12.28,clear sky
554,San Vicente,AR,-26.6167,-54.1333,76.87,41,49,4.47,scattered clouds
555,Margate,GB,51.3813,1.3862,63.86,62,46,1.99,scattered clouds
556,Ambovombe,MG,-25.1667,46.0833,67.42,82,0,6.15,clear sky
557,Kruisfontein,ZA,-34.0033,24.7314,57.88,77,94,6.08,overcast clouds
558,Kupang,ID,-10.1667,123.5833,78.62,67,35,16.15,scattered clouds
559,Great Yarmouth,GB,52.6083,1.7305,59.56,83,17,4.68,few clouds
560,Hualmay,PE,-11.0964,-77.6139,71.4,76,58,8.86,broken clouds
561,Moose Factory,CA,51.2585,-80.6094,37.4,48,90,11.5,overcast clouds
562,Olga,RU,43.7444,135.2892,46.53,98,100,8.23,overcast clouds
563,Rodrigues Alves,BR,-7.738,-72.6509,89.8,45,12,0.63,few clouds
564,Praia Da Vitoria,PT,38.7333,-27.0667,65.75,63,20,10.85,few clouds
565,Sao Joao Da Barra,BR,-21.6403,-41.0511,80.69,75,82,10.11,broken clouds
566,Tricase,IT,39.9304,18.3553,71.31,68,0,3.36,clear sky
567,Stolin,BY,51.8912,26.846,58.69,83,25,9.8,scattered clouds
568,Teguldet,RU,57.3064,88.1667,44.44,79,37,11.81,scattered clouds
569,Guilin,CN,25.2819,110.2864,75.31,96,94,1.36,overcast clouds
570,Ambon,ID,-3.6954,128.1814,80.78,71,94,13.96,overcast clouds
571,Lata,PT,40.1629,-8.3327,76.71,52,100,5.79,overcast clouds
572,Moree,AU,-29.4667,149.85,41.02,81,0,6.91,clear sky
573,Bom Jesus,BR,-9.0744,-44.3586,97.68,19,57,8.66,broken clouds
574,Russell,US,32.3502,-85.1999,88.97,53,20,6.71,few clouds
575,San Bartolo,MX,19.1833,-100.05,79.48,35,97,5.23,overcast clouds
576,Bloemfontein,ZA,-29.1211,26.214,53.08,40,0,5.75,clear sky
577,Manzhouli,CN,49.6,117.4333,45.63,72,48,4.21,scattered clouds
578,Husavik,IS,66.0449,-17.3389,62.51,34,18,14.63,few clouds
579,Sokoni,TZ,-6.4333,39.55,78.98,74,5,17.56,clear sky
580,Siguiri,GN,11.6667,-9.5,99.97,22,70,3.2,broken clouds
581,Amasya,TR,40.6667,35.8333,67.68,79,3,4.63,clear sky
582,Jablah,SY,35.3614,35.9256,73.69,56,0,4.61,clear sky
583,Westport,US,41.1415,-73.3579,83.35,41,75,1.01,broken clouds
584,Balakovo,RU,52.0278,47.8007,60.4,61,9,9.4,clear sky
585,Zhigansk,RU,66.7697,123.3711,47.71,66,57,18.3,broken clouds
586,Bure,ET,10.7,37.0667,67.87,52,97,8.63,overcast clouds
587,Port-Gentil,GA,-0.7193,8.7815,79.39,83,42,14.36,scattered clouds
588,Bahia Blanca,AR,-38.7196,-62.2724,67.35,44,99,18.39,overcast clouds
589,Morgan City,US,29.6994,-91.2068,89.04,70,20,5.46,few clouds
590,Iznoski,RU,54.9881,35.3108,57.78,93,41,3.53,scattered clouds
591,Boende,CD,-0.2167,20.8667,78.57,66,51,3.04,broken clouds
592,Ferkessedougou,CI,9.6,-5.2,90.86,43,66,8.03,broken clouds
593,Key West,US,24.5557,-81.7826,82.4,69,40,11.5,scattered clouds
594,Guerrero Negro,MX,27.9769,-114.0611,67.73,60,52,17.96,broken clouds
595,Yokadouma,CM,3.5167,15.05,72.1,95,97,2.51,light rain
596,Shache,CN,38.4167,77.2406,75.49,17,51,3.11,broken clouds
597,Pimenteiras,BR,-6.2453,-41.4192,95.25,20,24,8.93,few clouds
598,Leninskoye,KZ,41.7589,69.3864,82.33,41,23,7.81,few clouds
599,Paragominas,BR,-2.9667,-47.4833,90.03,45,88,2.55,overcast clouds
600,Caruray,PH,10.3094,119.0128,80.71,85,100,2.68,overcast clouds
601,Yinchuan,CN,38.4681,106.2731,64.49,19,0,4.92,clear sky
602,Phonhong,LA,18.5007,102.4166,76.87,92,27,1.05,heavy intensity rain
603,Aviles,ES,43.5547,-5.9248,63.18,76,20,5.99,few clouds
604,Dhrangadhra,IN,22.9833,71.4667,87.39,66,56,16.69,broken clouds
605,Requena,ES,39.4883,-1.1004,64.13,50,99,7.56,overcast clouds
606,Port Hardy,CA,50.6996,-127.4199,51.98,87,90,5.75,overcast clouds
607,Sinaia,RO,45.35,25.55,59.88,95,70,2.15,broken clouds
608,Khandbari,NP,27.3747,87.2039,69.6,95,100,1.66,overcast clouds
609,Byron Bay,AU,-28.65,153.6167,52.88,88,6,9.84,clear sky
610,Lishui,CN,28.4604,119.9103,73.8,95,100,1.61,light rain
611,Raymondville,US,26.4815,-97.7831,92.59,52,9,17.49,clear sky
612,Springbok,ZA,-29.6643,17.8865,54.99,55,73,3.49,broken clouds
613,Iranshahr,IR,27.2025,60.6848,98.94,9,0,4.61,clear sky
614,College,US,64.8569,-147.8028,57.15,54,75,6.91,broken clouds
615,Muros,ES,42.7762,-9.0603,73.69,63,98,9.4,overcast clouds
616,Pareora,NZ,-44.4871,171.2132,42.19,83,100,1.86,overcast clouds
617,Pangnirtung,CA,66.1451,-65.7125,32.0,86,20,16.11,few clouds
618,Miri,MY,4.4148,114.0089,79.23,87,92,3.11,overcast clouds
619,Clinton,US,42.587,-82.9199,70.97,52,75,1.99,broken clouds
620,Zhanaozen,KZ,43.3,52.8,69.44,57,28,10.33,scattered clouds
621,Boali,CF,4.8005,18.1275,73.04,94,89,2.68,moderate rain
622,Lagos,NG,6.5833,3.75,82.27,78,44,8.46,scattered clouds
623,Sechura,PE,-5.5569,-80.8222,77.56,66,34,12.68,scattered clouds
624,Dekar,BW,-21.5333,21.9333,60.87,27,0,5.21,clear sky
625,Ilhabela,BR,-23.7781,-45.3581,74.44,64,14,4.76,few clouds
626,Okha,RU,53.5739,142.9478,31.66,94,43,5.3,scattered clouds
627,Mount Gambier,AU,-37.8333,140.7667,50.0,83,55,6.62,broken clouds
628,Atambua,ID,-9.1061,124.8925,70.23,80,36,7.4,scattered clouds
629,Wufeng,CN,27.45,104.8333,58.15,83,100,2.21,overcast clouds
630,Schweinfurt,DE,50.05,10.2333,53.74,89,98,8.1,overcast clouds
631,Mocuba,MZ,-16.8392,36.9856,63.01,96,4,3.04,clear sky
632,Abu Dhabi,AE,24.4667,54.3667,93.22,38,0,15.12,clear sky
633,Nioro,GM,13.35,-15.75,103.06,14,38,8.1,scattered clouds
634,Kulhudhuffushi,MV,6.6221,73.07,82.6,78,90,21.14,overcast clouds
635,Urucara,BR,-2.5364,-57.76,85.3,66,59,3.2,broken clouds
636,Jaciara,BR,-15.9653,-54.9683,94.59,29,0,4.41,clear sky
637,Aykhal,RU,66.0,111.5,43.34,83,54,8.75,broken clouds
638,Mawlaik,MM,23.6333,94.4167,80.26,78,100,1.25,overcast clouds
639,Lamar,US,33.6668,-95.5836,84.88,68,90,14.92,overcast clouds
640,Kangaatsiaq,GL,68.3065,-53.4641,35.94,87,77,12.33,broken clouds
641,Martapura,ID,-3.4167,114.85,80.69,83,32,1.7,scattered clouds
642,Pudozh,RU,61.8099,36.5345,52.14,73,21,2.89,few clouds
643,Ranong,TH,9.9658,98.6348,79.09,89,100,10.13,light rain
644,Gizo,SB,-8.103,156.8419,76.15,91,100,6.67,moderate rain
645,Luba,GQ,3.4568,8.5547,81.77,80,57,7.92,broken clouds
646,Pedro Ii,BR,-4.4247,-41.4586,87.03,34,6,5.21,clear sky
647,Puerto Colombia,CO,10.9878,-74.9547,89.69,73,98,21.72,overcast clouds
648,Mackenzie,CA,55.2999,-123.1698,44.82,100,90,5.75,overcast clouds
649,Sisimiut,GL,66.9395,-53.6735,39.96,75,98,3.38,overcast clouds
650,Uni,RU,57.7535,51.4923,53.67,67,32,5.44,scattered clouds
651,San Cristobal,VE,7.7669,-72.225,77.18,61,70,6.78,broken clouds
652,Manokwari,ID,-0.8667,134.0833,77.99,79,25,3.8,scattered clouds
653,Tela,HN,15.7833,-87.45,95.07,84,75,6.91,broken clouds
654,Suez,EG,29.9737,32.5263,77.9,42,0,13.47,clear sky
655,Bocaiuva,BR,-17.1078,-43.815,89.76,31,18,7.29,few clouds
656,La Reforma,MX,25.0833,-108.05,94.14,22,34,10.2,scattered clouds
657,Altamira,BR,-3.2033,-52.2064,93.79,37,20,2.19,few clouds
658,Roald,NO,62.5833,6.1333,62.17,76,0,13.8,clear sky
659,Fujin,CN,47.26,132.0322,50.9,76,83,4.56,broken clouds
660,Takaungu,KE,-3.6837,39.8566,81.09,83,17,14.67,few clouds
661,Yumen,CN,40.2833,97.2,70.25,17,97,10.78,overcast clouds
662,Tabou,CI,4.423,-7.3528,82.24,75,47,7.61,scattered clouds
663,Kars,TR,40.602,43.095,59.45,47,0,2.3,clear sky
664,Bagado,CO,5.4116,-76.4152,85.62,77,67,3.04,moderate rain
665,Palmer,US,42.1584,-72.3287,80.11,45,15,1.01,few clouds
666,Goure,NE,13.9835,10.2704,96.03,4,6,8.1,clear sky
667,Yuzawa,JP,39.1667,140.5,57.69,96,100,6.4,light rain
668,Ilo,PE,-17.6394,-71.3375,67.06,73,75,5.75,broken clouds
669,Tres Passos,BR,-27.4556,-53.9319,74.26,38,43,3.56,scattered clouds
670,Sebinkarahisar,TR,40.2883,38.4236,59.92,51,36,2.37,scattered clouds
671,Gushikawa,JP,26.3544,127.8686,78.8,94,75,3.69,broken clouds
672,Corum,TR,40.5,34.75,59.5,54,15,5.37,few clouds
673,Kyren,RU,51.6828,102.1408,46.92,74,53,0.83,broken clouds
