City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
120,Vila Velha,BR,2021-05-20 03:18:41,-20.3297,-40.2925,70.95,94,75,3.44
121,Smithers,CA,2021-05-20 03:15:02,54.7804,-127.1743,52.12,62,40,8.05
122,Severo-Yeniseyskiy,RU,2021-05-20 03:14:42,60.3725,93.0408,38.12,44,10,6.76
123,Nikolskoye,RU,2021-05-20 03:18:42,59.7035,30.7861,57.4,88,97,5.26
124,Mar Del Plata,AR,2021-05-20 03:18:42,-38.0023,-57.5575,52.12,60,0,0.0
125,Magdagachi,RU,2021-05-20 03:18:43,53.45,125.8,41.11,89,100,2.73
126,Lavrentiya,RU,2021-05-20 03:18:43,65.5833,-171.0,33.64,95,56,3.4
127,Araxa,BR,2021-05-20 03:18:43,-19.5933,-46.9406,67.96,52,0,4.61
128,The Valley,AI,2021-05-20 03:18:43,18.217,-63.0578,80.46,75,86,11.56
129,Tupiza,BO,2021-05-20 03:18:44,-21.45,-65.7167,49.89,18,8,8.16
130,Hermanus,ZA,2021-05-20 03:18:44,-34.4187,19.2345,58.89,83,100,20.96
131,Vila Franca Do Campo,PT,2021-05-20 03:18:45,37.7167,-25.4333,64.81,92,32,4.27
132,Souillac,MU,2021-05-20 03:18:45,-20.5167,57.5167,72.36,77,99,25.12
133,Vuktyl,RU,2021-05-20 03:18:45,63.8567,57.3094,64.18,63,90,7.61
134,Iqaluit,CA,2021-05-20 03:18:45,63.7506,-68.5145,20.93,68,75,8.05
135,Maine-Soroa,NE,2021-05-20 03:18:46,13.2114,12.0241,85.28,13,36,5.57
136,Castro,BR,2021-05-20 03:18:46,-24.7911,-50.0119,50.61,52,0,2.59
137,Fengzhen,CN,2021-05-20 03:18:46,40.4394,113.1536,66.06,38,77,6.44
138,Uthal,PK,2021-05-20 03:18:47,25.8072,66.6219,83.97,70,0,2.19
139,Ostrovnoy,RU,2021-05-20 03:18:47,68.0531,39.5131,59.63,64,70,7.0
140,Pitimbu,BR,2021-05-20 03:18:47,-7.4706,-34.8086,73.99,80,0,4.14
141,Ponta Do Sol,PT,2021-05-20 03:18:48,32.6667,-17.1,72.23,58,5,4.63
142,Tiksi,RU,2021-05-20 03:18:48,71.6872,128.8694,30.99,92,100,8.1
143,Vilhena,BR,2021-05-20 03:18:48,-12.7406,-60.1458,67.96,71,31,2.3
144,Moerai,PF,2021-05-20 03:18:48,-22.4333,-151.3333,76.28,62,0,12.57
145,Beringovskiy,RU,2021-05-20 03:18:49,63.05,179.3167,36.52,83,86,12.48
146,Port Hardy,CA,2021-05-20 03:15:06,50.6996,-127.4199,48.4,79,48,13.11
147,Dentsville,US,2021-05-20 03:18:49,34.064,-80.9582,71.62,74,1,6.11
148,Santa Rosalia,MX,2021-05-20 03:18:49,27.3167,-112.2833,78.53,43,0,7.09
149,Shetpe,KZ,2021-05-20 03:18:50,44.1667,52.1167,68.58,50,68,18.5
150,Windhoek,NA,2021-05-20 03:18:50,-22.5594,17.0832,50.2,57,0,5.75
151,Amealco,MX,2021-05-20 03:18:51,20.1833,-100.15,62.67,29,6,7.76
152,Berlevag,NO,2021-05-20 03:18:51,70.8578,29.0864,39.2,94,100,7.49
153,Ketchikan,US,2021-05-20 03:18:51,55.3422,-131.6461,52.84,74,20,5.39
154,Bay Roberts,CA,2021-05-20 03:18:52,47.5999,-53.2648,41.02,88,32,1.01
155,Nyzhnya Duvanka,UA,2021-05-20 03:18:52,49.5846,38.1743,53.78,93,91,12.66
156,Acapulco,MX,2021-05-20 03:18:52,16.8634,-99.8901,80.62,69,0,7.2
157,Jiuquan,CN,2021-05-20 03:18:53,39.7432,98.5174,72.7,13,1,1.63
158,Vila,PT,2021-05-20 03:18:54,42.0304,-8.1588,47.93,60,66,2.75
159,Kandrian,PG,2021-05-20 03:18:54,-6.2167,149.55,85.19,72,99,8.16
160,Hambantota,LK,2021-05-20 03:18:54,6.1241,81.1185,83.98,75,90,15.93
161,Sur,OM,2021-05-20 03:18:55,22.5667,59.5289,93.2,38,11,2.51
162,Rocha,UY,2021-05-20 03:18:55,-34.4833,-54.3333,45.54,91,50,0.94
163,Vanavara,RU,2021-05-20 03:18:55,60.34,102.2797,44.37,36,43,3.27
164,Haines Junction,CA,2021-05-20 03:18:56,60.7522,-137.5108,49.95,43,72,13.8
165,Sola,VU,2021-05-20 03:18:56,-13.8833,167.55,81.27,83,90,5.75
166,Mount Pleasant,US,2021-05-20 03:18:57,32.7941,-79.8626,72.0,77,90,1.01
167,Gorin,RU,2021-05-20 03:18:59,51.1983,136.6669,51.71,67,100,6.78
168,Oeiras,BR,2021-05-20 03:18:59,-7.0253,-42.1311,78.71,55,59,1.32
169,Da Nang,VN,2021-05-20 03:19:00,16.0678,108.2208,94.98,55,20,8.05
170,Fairbanks,US,2021-05-20 03:18:27,64.8378,-147.7164,64.36,35,1,4.61
171,Saint-Philippe,RE,2021-05-20 03:19:00,-21.3585,55.7679,72.99,81,96,19.98
172,Dingle,PH,2021-05-20 03:19:00,10.9995,122.6711,85.53,70,100,4.09
173,Makushino,RU,2021-05-20 03:19:01,55.2103,67.2442,59.92,45,10,1.43
174,Omsukchan,RU,2021-05-20 03:19:02,62.5333,155.8,31.77,93,100,6.33
175,Kamaishi,JP,2021-05-20 03:19:02,39.2667,141.8833,70.75,70,100,5.5
176,Vestmannaeyjar,IS,2021-05-20 03:19:03,63.4427,-20.2734,39.54,81,99,2.93
177,Klaksvik,FO,2021-05-20 03:19:03,62.2266,-6.589,36.52,73,99,13.4
178,Norman Wells,CA,2021-05-20 03:18:51,65.282,-126.8329,55.44,33,20,12.66
179,Chumikan,RU,2021-05-20 03:19:03,54.7183,135.315,40.14,81,100,8.75
180,Vao,NC,2021-05-20 03:19:04,-22.6667,167.4833,73.38,76,33,17.9
181,Kotma,IN,2021-05-20 03:19:04,23.2,81.9667,89.91,46,37,10.29
182,Guerrero Negro,MX,2021-05-20 03:19:04,27.9769,-114.0611,61.34,86,0,15.82
183,Pajan,EC,2021-05-20 03:19:04,-1.5667,-80.4167,72.99,93,99,3.2
184,Verkhnevilyuysk,RU,2021-05-20 03:19:05,63.4453,120.3167,46.06,32,78,6.93
185,Chipinge,ZW,2021-05-20 03:19:05,-20.1883,32.6236,51.71,91,0,2.91
186,Le Port,RE,2021-05-20 03:19:05,-20.9373,55.2919,73.4,71,10,10.92
187,Narsaq,GL,2021-05-20 03:19:06,60.9167,-46.05,41.22,67,58,3.31
188,Puerto Ayora,EC,2021-05-20 03:18:37,-0.7393,-90.3518,74.55,89,10,5.99
189,Kurilsk,RU,2021-05-20 03:19:06,45.2333,147.8833,49.08,69,66,2.84
190,New Norfolk,AU,2021-05-20 03:19:06,-42.7826,147.0587,56.71,56,32,5.99
191,Yumen,CN,2021-05-20 03:19:06,40.2833,97.2,73.78,11,0,11.01
192,Ponte Nova,BR,2021-05-20 03:19:07,-20.4164,-42.9086,60.4,86,2,1.68
193,Taraza,CO,2021-05-20 03:19:07,7.5836,-75.4007,75.2,97,14,2.66
194,Bac Lieu,VN,2021-05-20 03:19:08,9.285,105.7244,89.11,58,99,6.93
195,Khatanga,RU,2021-05-20 03:19:08,71.9667,102.5,27.16,91,90,4.76
196,Panaba,MX,2021-05-20 03:19:09,21.2833,-88.2667,79.02,76,68,13.31
197,Sao Filipe,CV,2021-05-20 03:19:09,14.8961,-24.4956,74.53,76,98,5.68
198,Vardo,NO,2021-05-20 03:19:09,70.3705,31.1107,41.2,95,100,16.15
199,Port Elizabeth,ZA,2021-05-20 03:19:10,-33.918,25.5701,57.49,94,27,3.44
200,Gujrat,PK,2021-05-20 03:19:10,32.5728,74.079,78.76,49,0,4.56
201,Xuddur,SO,2021-05-20 03:19:10,4.1213,43.8894,71.15,76,97,15.64
202,Pimenta Bueno,BR,2021-05-20 03:19:11,-11.6725,-61.1936,73.08,77,7,1.48
203,Oktyabrskoye,RU,2021-05-20 03:19:11,43.0645,44.7417,57.34,88,60,2.82
204,Zeya,RU,2021-05-20 03:19:11,53.75,127.2667,47.59,71,99,3.2
205,Saurimo,AO,2021-05-20 03:19:12,-9.6608,20.3916,62.24,62,70,4.47
206,Alofi,NU,2021-05-20 03:19:12,-19.0595,-169.9187,82.29,74,75,11.5
207,Dryden,CA,2021-05-20 03:19:13,49.7833,-92.7503,68.29,73,90,13.8
208,Kysyl-Syr,RU,2021-05-20 03:19:14,63.8986,122.7617,46.13,27,87,4.45
209,Worland,US,2021-05-20 03:19:14,44.0169,-107.9554,63.68,77,75,14.0
210,Beloha,MG,2021-05-20 03:19:14,-25.1667,45.05,63.39,61,0,12.62
211,Aklavik,CA,2021-05-20 03:19:15,68.2191,-135.0107,56.12,53,57,6.93
212,Olinda,BR,2021-05-20 03:19:15,-8.0089,-34.8553,74.93,80,40,2.75
213,Vanimo,PG,2021-05-20 03:19:15,-2.6741,141.3028,85.28,70,87,5.61
214,Paciran,ID,2021-05-20 03:19:16,-6.8767,112.3761,85.51,66,37,1.66
215,Rosarito,MX,2021-05-20 03:19:16,32.3333,-117.0333,63.55,78,91,7.2
216,Visby,SE,2021-05-20 03:19:17,57.6409,18.296,49.86,76,100,6.91
217,Waipawa,NZ,2021-05-20 03:19:18,-41.4122,175.5153,60.03,65,1,6.71
218,Mount Gambier,AU,2021-05-20 03:19:15,-37.8333,140.7667,60.4,70,95,5.75
219,Luderitz,NA,2021-05-20 03:18:55,-26.6481,15.1594,58.39,84,23,7.18
220,Esperance,AU,2021-05-20 03:19:18,-33.8667,121.9,67.53,71,2,4.94
221,Otane,NZ,2021-05-20 03:19:18,-39.8833,176.6333,63.39,50,0,7.27
222,Vostok,RU,2021-05-20 03:19:11,46.4856,135.8833,78.89,31,70,10.45
223,Grindavik,IS,2021-05-20 03:19:19,63.8424,-22.4338,37.87,75,75,1.43
224,Airai,TL,2021-05-20 03:19:19,-8.9266,125.4092,75.11,45,60,4.34
225,San Ignacio,BZ,2021-05-20 03:19:19,17.1561,-89.0714,84.34,98,40,5.68
226,Kurchum,KZ,2021-05-20 03:19:20,48.5722,83.6542,55.15,46,33,23.47
227,Kota Bahru,MY,2021-05-20 03:15:19,6.1333,102.2386,79.07,89,100,5.08
228,Caravelas,BR,2021-05-20 03:18:38,-17.7125,-39.2481,70.38,87,4,1.59
229,Geraldton,AU,2021-05-20 03:19:20,-28.7667,114.6,79.21,50,0,5.26
230,Ndioum,SN,2021-05-20 03:19:20,16.5129,-14.6471,87.04,19,79,7.16
231,Broken Hill,AU,2021-05-20 03:19:20,-31.95,141.4333,65.93,26,100,4.41
232,Saint George,US,2021-05-20 03:17:07,37.1041,-113.5841,84.79,8,1,1.99
233,Mastic Beach,US,2021-05-20 03:19:21,40.7668,-72.8521,62.8,57,1,1.01
234,Dunedin,NZ,2021-05-20 03:18:48,-45.8742,170.5036,59.04,59,38,6.62
235,Ribeira Grande,PT,2021-05-20 03:19:21,38.5167,-28.7,60.31,91,100,20.54
236,Garowe,SO,2021-05-20 03:19:22,8.4054,48.4845,79.12,61,81,20.29
237,Ambilobe,MG,2021-05-20 03:19:22,-13.2,49.05,66.02,84,10,3.56
238,Quatre Cocos,MU,2021-05-20 03:19:22,-20.2078,57.7625,72.09,72,64,24.38
239,Miraflores,MX,2021-05-20 03:19:23,19.2167,-98.8083,68.65,61,8,4.9
240,Sedam,IN,2021-05-20 03:19:23,17.1773,77.2824,83.95,57,79,9.13
241,Aracati,BR,2021-05-20 03:19:23,-4.5617,-37.7697,77.99,86,10,10.13
242,Denpasar,ID,2021-05-20 03:17:13,-8.65,115.2167,85.66,69,20,8.16
243,Kyren,RU,2021-05-20 03:19:23,51.6828,102.1408,57.87,64,99,7.49
244,Tuktoyaktuk,CA,2021-05-20 03:18:37,69.4541,-133.0374,35.6,75,20,17.27
245,Komsomolskiy,UZ,2021-05-20 03:19:24,40.4272,71.7189,70.52,46,92,4.61
246,Faya,SA,2021-05-20 03:19:24,18.3851,42.4509,64.92,36,10,3.74
247,Texistepec,MX,2021-05-20 03:19:24,17.8833,-94.7833,83.46,65,56,18.23
248,Sabang,ID,2021-05-20 03:19:25,5.8933,95.3214,84.24,73,100,10.04
249,Nizhniy Ufaley,RU,2021-05-20 03:19:25,55.9153,59.9842,60.31,55,17,3.4
250,Wucheng,CN,2021-05-20 03:19:25,29.6008,118.175,71.01,83,94,4.43
251,Ornes,NO,2021-05-20 03:19:26,66.8689,13.7078,43.56,90,100,7.34
252,Portland,US,2021-05-20 03:16:34,45.5234,-122.6762,54.55,70,75,1.99
253,Kirov,RU,2021-05-20 03:19:26,58.5966,49.6601,62.2,63,7,7.99
254,Margate,GB,2021-05-20 03:19:26,51.3813,1.3862,50.22,82,99,1.99
255,Machico,PT,2021-05-20 03:19:27,32.7,-16.7667,72.23,14,20,17.27
256,Guarumal,PA,2021-05-20 03:19:27,8.35,-82.5333,79.93,84,53,3.51
257,Port Macquarie,AU,2021-05-20 03:19:27,-31.4333,152.9167,71.89,53,81,3.78
258,Camacha,PT,2021-05-20 03:19:28,33.0833,-16.3333,68.76,82,20,5.75
259,Nanortalik,GL,2021-05-20 03:18:24,60.1432,-45.2371,36.21,78,5,8.03
260,Korla,CN,2021-05-20 03:19:28,41.7597,86.1469,75.42,22,64,3.04
261,Yar-Sale,RU,2021-05-20 03:19:28,66.8333,70.8333,33.94,96,100,20.13
262,Oktyabrskiy,RU,2021-05-20 03:19:28,54.4815,53.471,63.19,57,0,11.1
263,Barentu,ER,2021-05-20 03:19:29,15.1139,37.5928,76.91,42,20,5.66
264,Halifax,CA,2021-05-20 03:18:17,44.6453,-63.5724,51.69,87,90,8.05
265,Tomatlan,MX,2021-05-20 03:19:30,19.9333,-105.25,71.24,81,0,2.68
266,Richards Bay,ZA,2021-05-20 03:19:30,-28.783,32.0377,66.56,75,100,12.8
267,Pochutla,MX,2021-05-20 03:18:43,15.7432,-96.4661,81.82,71,4,6.82
268,Tandil,AR,2021-05-20 03:19:30,-37.3217,-59.1332,51.31,83,100,1.01
269,Pangody,RU,2021-05-20 03:19:31,65.85,74.4859,37.38,45,100,17.78
270,Camargo,MX,2021-05-20 03:19:31,27.6667,-105.1667,78.55,14,18,2.75
271,Banikoara,BJ,2021-05-20 03:19:31,11.2985,2.4386,86.05,45,100,8.08
272,Torbay,CA,2021-05-20 03:19:32,47.6666,-52.7314,40.26,82,40,9.22
273,Pangnirtung,CA,2021-05-20 03:19:32,66.1451,-65.7125,5.25,90,28,7.67
274,La Paz,BO,2021-05-20 03:19:32,-16.5,-68.15,42.19,59,83,1.57
275,Nyurba,RU,2021-05-20 03:19:32,63.2842,118.3319,47.64,22,9,5.77
276,Lebu,CL,2021-05-20 03:19:33,-37.6167,-73.65,53.02,80,64,11.54
277,Mana,GF,2021-05-20 03:19:33,5.6592,-53.7767,77.74,89,78,11.86
278,Mezen,RU,2021-05-20 03:19:34,65.8522,44.24,74.32,50,36,10.92
279,Sao Joao Da Barra,BR,2021-05-20 03:19:34,-21.6403,-41.0511,67.89,83,42,4.27
280,Birin,NP,2021-05-20 03:19:34,26.8865,88.0718,68.0,77,89,1.77
281,Kruisfontein,ZA,2021-05-20 03:17:20,-34.0033,24.7314,62.19,51,29,8.01
282,Linjiang,CN,2021-05-20 03:19:34,41.8069,126.9078,82.38,29,100,1.01
283,Alice Springs,AU,2021-05-20 03:19:35,-23.7,133.8833,74.75,21,9,11.99
284,Nanga Eboko,CM,2021-05-20 03:19:35,4.6833,12.3667,67.21,100,55,2.01
285,Ilulissat,GL,2021-05-20 03:19:35,69.2167,-51.1,35.62,80,75,3.44
286,Ruteng,ID,2021-05-20 03:19:36,-8.6136,120.4721,76.51,56,10,1.54
287,Ahipara,NZ,2021-05-20 03:19:36,-35.1667,173.1667,64.36,70,85,7.11
288,Altamont,US,2021-05-20 03:19:36,42.2068,-121.7372,43.77,61,75,7.0
289,Gigmoto,PH,2021-05-20 03:19:37,13.7796,124.39,85.6,74,100,7.09
290,Maroon Town,JM,2021-05-20 03:19:37,18.3446,-77.7954,73.6,89,35,6.96
291,Morristown,US,2021-05-20 03:19:37,36.214,-83.2949,71.74,52,1,4.61
292,Eirunepe,BR,2021-05-20 03:19:38,-6.6603,-69.8736,72.63,96,100,2.39
293,Fevik,NO,2021-05-20 03:19:38,58.3794,8.6766,47.97,79,8,9.08
294,Muroto,JP,2021-05-20 03:19:39,33.2833,134.15,71.64,95,100,23.26
295,Bolgatanga,GH,2021-05-20 03:19:39,10.7856,-0.8514,87.55,47,84,8.48
